rowid,date,client,bank,rating,review,sentiment,service,issue
300,2023-05-08 11:02:54,Apple,Trust,1.0,"This card have to much marketing notifications either from the app itself, email.. and there is no setting to disable it. After getting it for three week, closed the card Nand deleted away the app",Negative,App,Other
301,2022-12-09 12:16:33,Apple,Trust,5.0,No login pop up for ipad App. Need to delete & reinstall in order to log in always.,Negative,App,Login issues
302,2023-10-30 11:25:28,Apple,Trust,5.0,"Its so easy and hassle free to open a savings account. Most importantly for consumer to have a peace of mind, Trust created several security features on app!",Positive,App,-
303,2022-09-30 10:33:23,Apple,Trust,2.0,"I’ve read the Q&A of trust bank it said can transfer/paynow more than $500 from Trust bank to another bank account but whenever I tried to do that, it said error. I even tried to reset my trust key and even resetting my trust key there’s error. 
Please advice",Neutral,Banking,Transaction issues
304,2022-09-29 08:41:20,Apple,Trust,5.0,Attractive offering but super long waiting to get the card approved and no live response to chat/call,Neutral,App,Long wait times
305,2023-05-06 12:32:59,Apple,Trust,4.0,"Worked very well with iPhone Touch ID but when I upgraded to iPhone 12 with face ID, it does not work. Only can access by passcode. So disappointed",Neutral,App,Other
306,2022-09-01 06:20:43,Apple,Trust,5.0,Way cooler than the other banking apps and easier to use. Like the down to earth way they talk about all the finance stuff.,Positive,App,-
307,2022-09-11 14:07:21,Apple,Trust,5.0,The app’s sign up is quicker than expected and i can see all my linkpoints in there.,Positive,App,-
308,2022-09-30 12:55:36,Apple,Trust,4.0,Seamless set up and signed up for me. Like the daily rest interest. It will be nice if it has a function to schedule future fund transfer (FAST) or bill payment.,Positive,None,-
309,2023-12-30 16:16:36,Apple,Trust,5.0,Is user friendly. Just spend some time to explore n will b familiar with the app. Thank you for the many perks.,Neutral,App,Other
310,2022-09-08 15:15:19,Apple,Trust,1.0,It has been 4 days since I created my account and encountered issue at the credit card limit page. Customer service said they will solve within 3 days but till today I am still not able to access it properly.,Neutral,App,Difficulty applying credit card
311,2022-09-06 04:04:10,Apple,Trust,1.0,"When apply credit card or savings account, always stopped at “enable notification” screen. However the app cannot be found from Notification setting. Uninstalled many times, still having this issue",Neutral,App,"Difficulty applying credit card, savings account"
312,2023-09-22 07:48:54,Apple,Trust,5.0,Recommended for families and young adults who shop often at Fairprice!,Positive,App,-
313,2023-08-23 23:28:24,Apple,Trust,5.0,Apply travel insurance there got error message. Pls resolve this thanks .,Negative,App,Registration and setup
314,2023-03-09 14:26:30,Apple,Trust,1.0,Need to turn on notifications to open the app! The reason that they gave is to notify if there is a transaction but they kept sending promotions and updates. Is ridiculous that we can’t even open the apps before turning on the notification.,Negative,App,Other
315,2023-02-01 04:54:16,Apple,Trust,4.0,Hope it is based on transaction date instead of posting date,Neutral,App,Other
316,2022-12-01 13:02:38,Apple,Trust,1.0,Wanted to apply for credit card for my mum but she couldn’t get it cause she got the debit card. No idea why you can’t have both. Buy anyway I tried to apply myself. Met the income requirement but was rejected from credit card application without any reason. Asked but they refused to give reason.,Neutral,Banking,Application rejection
317,2022-10-11 18:39:44,Apple,Trust,1.0,"Firstly, cannot apply for credit card. Cannot even connect with sing pass. App keeps hanging, and crashing. Before you ask, I’m on latest IOS and iPhone 13. At its core, a digital bank needs to have a solid fundamental app. How to trust this bank? Yet I’m forced to use this bank because of NTUC. LL Sucthumb.",Negative,Banking,Technical glitches
318,2022-09-11 13:54:08,Apple,Trust,5.0,Even their debit card can get linkpoints. Good enough la since i don’t shop at ntuc that often. Something better than nothing.,Positive,App,-
319,2022-10-12 12:57:08,Apple,Trust,1.0,"I was alert to this New Trust App.  Just a though if we already have NTUC link and local credit card like dbs bank it is sufficient.  So the concern why another SCB launch for this Trust app ? 

Personally myself had tried also to apply the trust credit card since current I have 2 which are dbs and icbc.  However, it still rejected.",Neutral,App,Difficulty applying credit card
320,2022-10-03 16:21:48,Apple,Trust,1.0,"I’ve applied for the Trust credit card about 10 days ago, and my application is still pending. My wife applied and got hers approved immediately, and she already received her physical card 2 days ago. Both of us used MyInfo 

Can you please help me check what is the problem with my application? 

Thanks.",Neutral,Banking,Long wait times
321,2022-09-03 07:38:11,Apple,Trust,5.0,App is user friendly and navigation is smooth,Positive,App,-
322,2023-06-24 10:56:44,Apple,Trust,5.0,Great to use it for the first time for my Japan 11-day trip .  Exchange rates were competitive .,Positive,App,-
323,2023-02-05 05:34:26,Apple,Trust,5.0,Keep the vouchers coming. Love the way you engage customers. Application is friendly and easy to use.,Positive,None,-
324,2022-12-22 05:32:45,Apple,Trust,5.0,Fast and easy to setup . Looking forward to using this new way of collecting points and payments.,Positive,App,-
325,2023-01-24 06:55:44,Apple,Trust,1.0,"For the whole day, i have been trying to set up a savings account to no avail. Once verified through singpass, error msg prompted was “ sorry something went wrong. Please try again later”
Tried several methods i.e restart my phone, deleted n reinstalled the app yet the problem persisted.
Now im having 2nd thoughts.",Negative,App,Difficulty applying for a savings account
326,2022-12-19 09:18:24,Apple,Trust,5.0,It seems the app under maintenance now. How to make payment online without the app. When it is up to normal.,Neutral,App,Other
327,2022-09-07 06:19:31,Apple,Trust,5.0,"love the simple yet animated designs in the app, everything is fuss free and seamless! have introduced Trust App to friends and families, heard nothing but positive feedback from them 🥳🥳 great job Trust Team!",Positive,App,-
328,2022-09-24 09:30:06,Apple,Trust,1.0,"The credit card application process does give user to review their selections before finalizing. Once you go to the next window your selection is finalized and there is no way to change them. This is a banking app, I expect more checks and balance in place before finalizing selections. 😡",Neutral,App,Other
329,2022-09-22 10:50:51,Apple,Trust,5.0,Nice app for people who like me who prefer to shop at ntuc and save on grocery. I recommended many friends already,Positive,App,-
330,2022-12-07 08:06:00,Apple,Trust,2.0,"After 1 month, could not use the app. Found out must install SingPass app.
Re installed app as didn’t work after SingPass installed.
Had to change pin.
Exactly another month later, cannot use app again!",Negative,App,Other
331,2023-10-06 09:56:52,Apple,Trust,5.0,I would like to share with my family members,Neutral,App,Other
332,2023-06-27 12:31:21,Apple,Trust,5.0,"Change phone recently & unable to log in since, can anyone pls help?",Negative,App,Login issues
