rowid,date,client,bank,rating,review,developer_response
110,2022-10-27 23:23:07,Apple,Trust,1.0,"call wait for 2 hrs on hold no one pick up, chat leave a message 2-3 hours later reply within few mins no response everything ended as if as nothing happened??? transaction took times to load and reflected so slow compared to my other bank card this Bank os open to scam and delay your payment STAY AWAY! No one will help you on this as you cant get hold of anyone!","{'id': 32880660, 'body': 'Hi Xiaoheng86, thank you for your feedback! We understand your concern and will look into the matter.  😊💙\n\n', 'modified': '2022-10-31T10:14:01Z'}"
111,2022-10-11 13:04:03,Apple,Trust,2.0,"I can’t believe that this basic function to pay Trust credit card by selecting the card to pay is unavailable.
I have to create payee just like this card is a different bank. Now the transaction is stuck, the app is showing blinking Trust logo for over 10 mins.","{'id': 32538067, 'body': ""Hi Fun WL, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊 Thank you for your feedback. Rest assured, we'll pass your feedback onto our team! 💙"", 'modified': '2022-10-12T17:31:11Z'}"
112,2022-09-01 04:02:38,Apple,Trust,5.0,My credit card and saving account are available in 3 minutes! can’t wait to use it to get my NTUC linkpoints!,"{'id': 31811364, 'body': 'Hey softarts, we are glad you like how fast it is too! 😍 We hope you enjoy your Linkpoints! 💙 💜\n', 'modified': '2022-09-04T01:13:58Z'}"
113,2022-09-30 10:16:09,Apple,Trust,5.0,Paynow without scan and pay function kind of useless. Please do something about it 🤦🏻‍♂️,"{'id': 32537857, 'body': ""Hi Jaden, Thank you for the feedback - we currently support PayNow, but are definitely working to add support for scanning PayNow Scan & Pay. Rest assured, we'll pass your feedback onto our team! 😊💙"", 'modified': '2022-10-12T17:17:35Z'}"
114,2024-01-01 01:36:11,Apple,Trust,3.0,"This app forces you to turn notifications for transactions and rewards which im totally fine with it. However, their definition of rewards includes promotion notifications which is extremely annoying.","{'id': 41046716, 'body': 'Hi cod-is-btr, we are extremely sorry to hear you had a bad experience but however, thank you for your feedback. We will take your suggestion into consideration for future enhancements. ', 'modified': '2024-01-03T07:26:34Z'}"
115,2022-09-01 06:16:31,Apple,Trust,5.0,The app is amazing! The products and services offered are great and to open an account in a couple of minutes. It’s a far cry from standing in the queue at an actual bank! Awesome app Trust Bank!,"{'id': 31811404, 'body': ""Hey Feverishrelic, we are so glad to hear that you like our interface! 😍 We'll keep working hard to make the app even easier to use! 💙 💜\n"", 'modified': '2022-09-04T01:18:11Z'}"
116,2022-09-02 02:38:17,Apple,Trust,4.0,"I was given credit or savings account to choose.

I chose savings and my friend chose credit.

My friend who chose credit card can then apply for savings at more info.

For me who chose savings account first cannot apply for credit card at more info.

It says credit card is launching soon. But my friend already got the credit card.

For savings accounts. I think it needs to give proper instruction to how to top up or transfer money into it e.g bank transfer etc.","{'id': 31811485, 'body': 'Hi tester_ck, thank you for your review! We are working hard to allow savings account users to apply for a credit card as well through our app, and hope to offer this soon. To transfer money into your Trust Account, you can find your account number in the ""Savings"" dashboard. If you need any other help, do call us at 313-TRUST (313-87878). We will be happy to assist you! 😊💙\n', 'modified': '2022-09-04T01:26:27Z'}"
117,2022-09-16 10:28:59,Apple,Trust,5.0,"Just migrated to new iPhone, and it shows error not working. And a blank white screen.

I am satisfied with the quality until this.","{'id': 32113216, 'body': ""\u2028Hi Bourne21, we are extremely sorry to hear you are facing problems 😔 Please update to the latest version (1.0.7) and try again- we fixed an issue with the new iPhone in the latest version. If the problem remains, please either contact us via chat or call from the app, or if that doesn't work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n"", 'modified': '2022-09-20T01:36:58Z'}"
118,2022-09-09 14:53:47,Apple,Trust,5.0,"Thanks for the copy feature for the card number, makes it easier since I just learnt that your physical card is numberless.","{'id': 31945412, 'body': ""Hi Amrita, we're glad you like it too. That numberless credit card makes it much safer, especially when travelling! 😍 We hope you enjoy using your Trust App! 😊💙\n"", 'modified': '2022-09-11T02:34:50Z'}"
119,2022-09-28 05:09:33,Apple,Trust,5.0,"Like the app but I'm having issues with login recently, sometimes it doesn't work and during lunch hours it's a bit slow","{'id': 32310803, 'body': 'Hi Sameedha, thank you for your kind rating! 💜. We are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙', 'modified': '2022-09-30T04:31:02Z'}"
120,2023-03-14 14:34:53,Apple,Trust,5.0,"There are many different vouchers available and so far Trust app has been good! Easy to use, sleek design. Thank you!","{'id': 35412474, 'body': 'Hi NurHasanah, we are glad that you like our app and vouchers. Thank you for rating us 💙 💜\n\n', 'modified': '2023-03-16T01:56:30Z'}"
121,2022-09-19 17:06:14,Apple,Trust,4.0,"Hi, I’ve just successfully signed up for the card but I can’t seems to login, when login time it’s still loading for quite some time. Please help to resolve the issue, I’m using iPhone. Thanks","{'id': 32160948, 'body': ""\u2028Hi Kristine, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem quickly, please call us from the app, or if that doesn't work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n"", 'modified': '2022-09-22T02:45:25Z'}"
122,2024-04-12 17:39:15,Apple,Trust,1.0,"DO NOT apply loans with them. Charged $400 just to return loan in less than 2 hours. Encountered problems with their app and all they can say is “sorry you have to go through this”. I’m suppose to pay $400 for their problems on their app? Asked for waiver but nope, says their not able to assist with waivers for my case. Nice, and continues to delete my reviews. 👍🏻","{'id': 43265918, 'body': 'Hi Mudyoyo, we are extremely sorry to hear you are facing problems. For problems with loans, please call us at 313-TRUST (313-87878). We will be happy to assist. ', 'modified': '2024-04-15T07:42:16Z'}"
123,2024-01-04 12:41:32,Apple,Trust,3.0,"After tapping on notification cards triggered by Trust app, it merely launches the app and displays landing page; it should show the notification that user tapped on. Failed user experience!","{'id': 41140359, 'body': 'Hi NH3H2O2, we are sorry that you are experiencing this. Please do call us at 313-TRUST (313-87878) and we will assist you from there. Thank you once again for your feedback.', 'modified': '2024-01-08T08:22:21Z'}"
124,2022-09-01 05:30:54,Apple,Trust,5.0,"3 min to set up account. Credit card linked to apple pay. 

This should be the way banks should work!","{'id': 31811389, 'body': ""Hey jeronetan, we are so glad to hear that you like our app! 😍 We'll keep working hard to make the app even easier to use! 💙 💜\n"", 'modified': '2022-09-04T01:17:03Z'}"
125,2022-09-23 15:01:32,Apple,Trust,5.0,"I have been union member for more than 5 years and this is first time I feel that I'm getting rewarded.. Premium experience, good base interest and good savings at fairprice.. What more do you need, good job!","{'id': 32237846, 'body': 'Hey Mukund lyengar, thank you for your amazing feedback! 😍 Thank you for rating us 💙 💜\n', 'modified': '2022-09-26T14:42:10Z'}"
126,2023-08-21 06:30:05,Apple,Trust,1.0,You should not trigger your security system to block a login attempt immediately when on a second device. Instead security measures should be in place to ensure the person logging in is legit. I’m changing to a new device and now both devices are locked out and I have to wait for your team to get back to me. How absurd this is.,"{'id': 38471430, 'body': 'Hi d8nnii, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\r\n\r\n', 'modified': '2023-08-23T07:14:15Z'}"
