id,date,bank,client,rating,sentiment,intent,service,issue,review
297,44896,Trust,Apple,4,Neutral,Complaint,D,D2,There is no option for me to apply for a new Savings acc after I have successfully applied for the credit card.
298,44805,Trust,Apple,1,Negative,Complaint,D,D2,"After the system link to Myinfo, there is a pop out msg “sorry, something went wrong. Pls try again later”. I do not know what wrong, but I think it might be because my date of birth on my ic is just 1956, without date and month.  Kindly pls check is it due to that reason. Thanks"
299,45352,Trust,Apple,3,Positive,Complaint,D,D2,"Everytime I try to do anything in Trust Wallet, this Trust Bank App opens up instead. Frustrating, and I have to delete this app, finish with the other wallet, then re download this app. Please change the app name to Trust Bank."
300,45292,Trust,Apple,1,Neutral,Praise,D,D2,What’s the point of a digital bank if you do not have an immediate response team? We trust you with handling our money but you take so long to unlock our accounts. I have a family to feed but all my money is in my locked account. This is a breach and should be reported to higher authorities.
301,45047,Trust,Apple,1,Positive,Praise,A,A2,"This card have to much marketing notifications either from the app itself, email.. and there is no setting to disable it. After getting it for three week, closed the card Nand deleted away the app"
302,44896,Trust,Apple,5,Positive,Praise,D,D2,No login pop up for ipad App. Need to delete & reinstall in order to log in always.
303,45200,Trust,Apple,5,Neutral,Feedback,A,A2,"Its so easy and hassle free to open a savings account. Most importantly for consumer to have a peace of mind, Trust created several security features on app!"
304,44805,Trust,Apple,2,Negative,Complaint,D,D2,"I’ve read the Q&A of trust bank it said can transfer/paynow more than $500 from Trust bank to another bank account but whenever I tried to do that, it said error. I even tried to reset my trust key and even resetting my trust key there’s error. 
Please advice"
305,44805,Trust,Apple,5,Negative,Feedback,B,B1,Attractive offering but super long waiting to get the card approved and no live response to chat/call
306,45047,Trust,Apple,4,Negative,Feedback,A,A2,"Worked very well with iPhone Touch ID but when I upgraded to iPhone 12 with face ID, it does not work. Only can access by passcode. So disappointed"
307,44805,Trust,Apple,5,Positive,Feedback,D,D2,Way cooler than the other banking apps and easier to use. Like the down to earth way they talk about all the finance stuff.
308,44805,Trust,Apple,5,Positive,Praise,C,C2,The app’s sign up is quicker than expected and i can see all my linkpoints in there.
309,44805,Trust,Apple,4,Neutral,Praise,A,A2,Seamless set up and signed up for me. Like the daily rest interest. It will be nice if it has a function to schedule future fund transfer (FAST) or bill payment.
310,45261,Trust,Apple,5,Neutral,Praise,B,B1,Is user friendly. Just spend some time to explore n will b familiar with the app. Thank you for the many perks.
311,44805,Trust,Apple,1,Neutral,Complaint,A,A2,It has been 4 days since I created my account and encountered issue at the credit card limit page. Customer service said they will solve within 3 days but till today I am still not able to access it properly.
312,44805,Trust,Apple,1,Negative,Complaint,C,C2,"When apply credit card or savings account, always stopped at “enable notification” screen. However the app cannot be found from Notification setting. Uninstalled many times, still having this issue"
313,45170,Trust,Apple,5,Neutral,Complaint,B,B1,Recommended for families and young adults who shop often at Fairprice!
314,45139,Trust,Apple,5,Positive,Praise,B,B1,Apply travel insurance there got error message. Pls resolve this thanks .
315,44986,Trust,Apple,1,Negative,Praise,A,A2,Need to turn on notifications to open the app! The reason that they gave is to notify if there is a transaction but they kept sending promotions and updates. Is ridiculous that we can’t even open the apps before turning on the notification.
316,44958,Trust,Apple,4,Neutral,Praise,B,B1,Hope it is based on transaction date instead of posting date
317,44896,Trust,Apple,1,Negative,Praise,B,B1,Wanted to apply for credit card for my mum but she couldn’t get it cause she got the debit card. No idea why you can’t have both. Buy anyway I tried to apply myself. Met the income requirement but was rejected from credit card application without any reason. Asked but they refused to give reason.
318,44835,Trust,Apple,1,Neutral,Feedback,A,A2,"Firstly, cannot apply for credit card. Cannot even connect with sing pass. App keeps hanging, and crashing. Before you ask, I’m on latest IOS and iPhone 13. At its core, a digital bank needs to have a solid fundamental app. How to trust this bank? Yet I’m forced to use this bank because of NTUC. LL Sucthumb."
319,44805,Trust,Apple,5,Negative,Complaint,C,C2,Even their debit card can get linkpoints. Good enough la since i don’t shop at ntuc that often. Something better than nothing.
320,44835,Trust,Apple,1,Positive,Complaint,A,A2,"I was alert to this New Trust App.  Just a though if we already have NTUC link and local credit card like dbs bank it is sufficient.  So the concern why another SCB launch for this Trust app ? 

Personally myself had tried also to apply the trust credit card since current I have 2 which are dbs and icbc.  However, it still rejected."
321,44835,Trust,Apple,1,Neutral,Praise,D,D2,"I’ve applied for the Trust credit card about 10 days ago, and my application is still pending. My wife applied and got hers approved immediately, and she already received her physical card 2 days ago. Both of us used MyInfo 

Can you please help me check what is the problem with my application? 

Thanks."
322,44805,Trust,Apple,5,Neutral,Praise,D,D2,App is user friendly and navigation is smooth
323,45078,Trust,Apple,5,Negative,Feedback,A,A2,Great to use it for the first time for my Japan 11-day trip .  Exchange rates were competitive .
324,44958,Trust,Apple,5,Negative,Feedback,D,D2,Keep the vouchers coming. Love the way you engage customers. Application is friendly and easy to use.
